Team,Year,Sagarin,Zsagarin,FrNbrRecruits,Fr5star,Fr4star,Fr3star,Fravg,Frpoints,Sonbrrecruits,So5star,So4star,So3star,Soavg,Sopoints,Jrnbrrecruits,Jr5star,Jr4star,Jr3star,Jravg,Jrpoints,Srnbrrecruits,Sr5star,Sr4star,Sr3star,Sravg,Srpoints,Rssrnbrrecruits,Rssr5star,Rssr4star,Rssr3star,Rssravg,Rssrpoints,conference,lysagarin,z_lysagarin,tyasagarin,z_tyasagarin,retoff,retdef,qbret,bowl,bowlwin,coachexp_school,coachexp_total,lindys,BigTen,SEC,BigTwelve,ACC,PacTen,Bigeast,Ind
Arkansas,2015,84.43,0.822101613,23,0,7,15,3.26,1805,24,0,3,17,2.96,1671,23,0,4,14,2.96,1691,24,0,2,21,3.04,1001,30,0,4,24,3.07,1189,SEC,88.64,1.09319693,66.21,-0.847973858,8,6,1,1,1,2,9,27,0,1,0,0,0,0,0
Auburn,2015,80.02,0.41254637,27,2,16,8,3.7,2569,24,3,11,8,3.63,2382,23,2,9,12,3.57,2384,21,0,13,8,3.62,1951,24,1,13,10,3.63,2194,SEC,88.56,1.086771943,91.76,1.458293242,3,7,0,1,0,2,3,8,0,1,0,0,0,0,0
Baylor,2015,87.38,1.096067139,19,0,4,10,2.95,1409,23,0,2,18,2.96,1505,22,0,3,15,2.95,1618,24,0,3,18,3,810,19,0,1,16,2.95,628,bigtwelve,90.62,1.252215357,89.28,1.234436396,8,9,0,1,0,7,12,5,0,0,1,0,0,0,0
Boston College,2015,65.72,-0.915489906,25,0,0,19,2.76,1335,28,0,3,15,2.78,1441,15,0,0,8,2.53,855,16,0,2,8,2.75,468,23,0,4,9,2.74,834,ACC,74.34,-0.05526949,70.6,-0.451711135,2,5,0,1,0,2,4,57,0,0,0,1,0,0,0
California,2015,79.59,0.372612412,23,0,5,15,3.09,1667,21,0,3,11,2.81,1390,26,0,3,19,2.96,1600,19,0,7,10,3.26,1316,22,0,10,12,3.45,1646,pacten,71.16,-0.310662722,58.54,-1.540305312,8,7,1,0,0,2,5,44,0,0,0,0,1,0,0
Cincinnati,2015,68.45,-0.661955708,25,0,0,13,2.52,1185,21,0,1,11,2.62,1121,20,0,0,12,2.6,1065,29,0,0,25,2.86,756,24,0,1,20,2.92,605,Bigeast,71.56,-0.278537787,69.66,-0.536560101,9,5,1,1,0,2,19,42,0,0,0,0,0,1,0
Clemson,2015,94.82,1.787017481,23,3,9,10,3.61,2703,22,1,7,12,3.32,2116,23,0,10,10,3.3,2131,20,0,9,11,3.45,1680,29,4,6,15,3.34,2173,ACC,86.98,0.95987845,87.22,1.048490791,6,3,1,1,1,7,7,9,0,0,0,1,0,0,0
Colorado,2015,64.1,-1.065938771,18,0,0,14,2.78,1065,22,0,1,12,2.67,1170,19,0,0,13,2.68,1095,27,0,2,20,2.89,965,19,0,0,13,2.68,256,pacten,62.38,-1.015805042,66.42,-0.829018238,5,8,1,0,0,2,5,67,0,0,0,0,1,0,0
Connecticut,2015,63.11,-1.157879744,22,0,0,4,2.19,750,15,0,0,3,2.21,435,25,0,0,12,2.48,1155,23,0,0,9,2.39,214,16,0,0,8,2.5,88,Bigeast,44.71,-2.434924038,58.28,-1.563774175,5,7,0,0,0,1,1,111,0,0,0,0,0,1,0
Duke,2015,72.91,-0.247756981,17,0,1,13,2.88,1143,18,0,0,16,2.89,1215,20,0,0,11,2.55,1095,20,0,1,10,2.6,621,20,0,0,11,2.55,238,ACC,74.94,-0.007082088,75.97,0.033011148,5,6,0,1,0,7,13,39,0,0,0,1,0,0,0
East Carolina,2015,66.05,-0.884842915,13,0,0,5,2.38,630,26,0,0,4,2.16,945,25,0,0,6,2.25,810,19,0,0,11,2.58,324,26,0,1,8,2.38,295,Bigeast,69.46,-0.447193695,72.54,-0.276597312,6,6,0,1,0,5,6,77,0,0,0,0,0,1,0
Florida,2015,80.74,0.479412532,21,2,5,11,3.29,1844,24,1,12,11,3.58,2389,29,2,14,12,3.59,2792,23,3,11,8,3.7,2421,19,0,11,8,3.58,1851,SEC,81.62,0.529404324,73.43,-0.196261589,2,6,0,1,1,0,3,38,0,1,0,0,0,0,0
Florida State,2015,86.62,1.02548619,20,5,10,5,4,2750,28,3,13,10,3.61,2636,21,2,9,9,3.57,2352,19,3,10,5,3.79,2263,18,0,8,10,3.44,2365,ACC,84.48,0.759097608,101.9,2.373578893,4,7,0,1,0,5,5,12,0,0,0,1,0,0,0
Georgia,2015,82.65,0.656793601,29,2,11,14,3.45,2620,21,1,12,7,3.62,2441,33,0,16,17,3.48,2226,19,2,6,10,3.47,1775,26,2,12,11,3.58,2309,SEC,95.17,1.617636491,81.96,0.573697642,7,6,0,1,1,14,14,10,0,1,0,0,0,0,0
Georgia Tech,2015,73.57,-0.186462999,27,0,0,27,3,1455,21,0,1,18,2.95,1365,14,0,0,10,2.71,885,17,0,2,13,3,587,22,0,1,18,2.91,759,ACC,87.25,0.981562781,77.14,0.138621031,6,7,1,1,1,7,18,15,0,0,0,1,0,0,0
Houston,2015,82.73,0.664223175,16,0,0,5,2.31,780,24,0,0,2,2.08,900,25,0,0,17,2.68,1365,24,0,1,16,2.75,531,22,0,0,16,2.73,262,Bigeast,67.88,-0.574087188,73.84,-0.159252998,5,6,1,1,1,0,0,55,0,0,0,0,0,1,0
Illinois,2015,68.88,-0.62202175,24,0,2,14,2.75,1342,17,0,0,12,2.71,1035,25,0,2,14,2.72,1425,19,0,0,14,2.74,459,27,0,1,21,2.85,711,bigten,65.61,-0.756396193,66.33,-0.837142075,7,7,1,1,0,0,8,66,1,0,0,0,0,0,0
Indiana,2015,69.3,-0.583016488,22,0,0,18,2.82,1320,26,0,2,16,2.77,1470,23,0,5,13,3,1525,25,0,0,18,2.72,436,21,0,1,12,2.67,384,bigten,64.24,-0.866424095,72.06,-0.319924444,6,5,1,0,0,4,4,70,1,0,0,0,0,0,0
Iowa,2015,82.7,0.661437085,21,0,1,13,2.71,1170,19,0,2,11,2.79,1200,21,0,0,17,2.81,1335,24,0,4,15,2.96,853,24,0,4,16,3,1065,bigten,73.24,-0.143613061,78.68,0.277628911,3,6,0,1,0,16,19,48,1,0,0,0,0,0,0
Iowa State,2015,69.49,-0.565371251,22,0,0,10,2.45,1080,25,0,1,11,2.52,1245,25,0,1,12,2.56,1245,21,0,0,16,2.76,140,23,0,0,15,2.65,478,bigtwelve,61.42,-1.092904885,67.06,-0.771248729,6,5,1,0,0,6,6,80,0,0,1,0,0,0,0
Kansas,2015,48.79,-2.487773413,25,0,0,9,2.36,1095,23,0,1,13,2.65,1275,24,0,2,19,2.96,1440,20,0,0,15,2.75,285,27,0,2,21,2.93,899,bigtwelve,58.32,-1.34187313,58.41,-1.552039744,2,3,0,0,0,0,0,82,0,0,1,0,0,0,0
Kansas State,2015,72.39,-0.296049209,23,0,1,14,2.7,1342,20,0,2,12,2.8,1365,19,0,2,9,2.72,1110,21,0,1,14,2.76,580,25,0,0,17,2.68,291,bigtwelve,84.44,0.755885114,83.39,0.702776388,5,6,0,1,0,23,23,43,0,0,1,0,0,0,0
Kentucky,2015,66.44,-0.848623744,21,0,2,17,3,1515,28,0,10,17,3.32,2016,23,0,3,17,3.05,1641,26,0,1,21,2.88,504,24,0,1,21,2.96,357,SEC,73.14,-0.151644295,60.92,-1.325474952,5,6,1,0,0,2,2,59,0,1,0,0,0,0,0
Louisville,2015,79.01,0.318748004,24,0,3,18,3,1560,22,0,0,18,2.82,1455,17,0,2,13,3,1342,22,0,3,16,3,873,20,0,4,15,3.15,1086,ACC,80.56,0.444273246,85.05,0.852616051,5,4,1,1,0,5,10,35,0,0,0,1,0,0,0
LSU,2015,85.81,0.950261757,25,4,8,8,3.44,2538,23,2,14,6,3.74,2844,26,2,15,9,3.73,2643,22,0,9,12,3.36,1567,22,3,9,9,3.64,2224,SEC,85.69,0.856275536,87.22,1.048490791,7,7,1,1,0,10,14,13,0,1,0,0,0,0,0
Maryland,2015,65.76,-0.911775119,18,0,3,9,2.83,1248,17,1,3,9,3.06,1297,22,1,4,10,2.95,1589,23,1,2,14,2.91,975,21,0,1,15,2.81,692,bigten,72.75,-0.182966106,66.79,-0.795620241,4,4,0,1,0,4,16,61,1,0,0,0,0,0,0
Memphis,2015,75.04,-0.049944585,28,0,1,2,2.16,960,21,0,0,4,2.21,810,29,0,0,6,2.21,840,26,0,0,11,2.42,341,29,0,0,17,2.59,309,Bigeast,76.15,0.09009584,60.46,-1.366996786,7,3,1,1,0,3,3,40,0,0,0,0,0,1,0
Miami-FL,2015,74.94,-0.059231552,21,0,7,12,3.24,1772,27,1,8,17,3.38,2148,18,0,9,8,3.44,1838,33,2,8,23,3.36,1975,16,0,2,13,3.06,855,ACC,74.94,-0.007082088,73.86,-0.157447701,3,5,1,1,0,4,9,54,0,0,0,1,0,0,0
Michigan,2015,87.07,1.067277541,14,0,6,6,3.29,1301,16,1,6,8,3.44,1641,27,1,16,9,3.63,2661,25,2,10,13,3.56,2132,20,0,6,13,3.25,1314,bigten,70.86,-0.334756423,75.75,0.013152879,6,7,0,0,0,0,7,29,1,0,0,0,0,0,0
Michigan State,2015,84.01,0.783096352,20,0,7,13,3.35,1872,22,1,6,13,3.27,1897,18,0,3,14,3.11,1478,18,0,3,14,3.11,876,21,0,2,17,3,1028,bigten,93.49,1.482711765,90.76,1.368028385,6,7,1,1,1,8,11,6,1,0,0,0,0,0,0
Minnesota,2015,70.59,-0.463214615,24,0,1,15,2.71,1275,21,0,1,12,2.67,1307,19,0,0,14,2.74,1215,27,0,0,19,2.7,333,24,0,0,19,2.79,468,bigten,76.35,0.106158307,72.06,-0.319924444,7,8,1,1,0,4,21,50,1,0,0,0,0,0,0
Mississippi State,2015,84,0.782167655,28,0,6,20,3.14,2081,24,0,2,15,2.79,1493,21,1,2,16,3.1,1712,28,0,4,21,3.04,1056,22,0,1,21,3.05,673,SEC,89.32,1.147809319,79.58,0.358867282,4,3,1,1,0,6,6,31,0,1,0,0,0,0,0
Missouri,2015,70.75,-0.448355467,24,0,6,17,3.21,1708,28,0,2,18,2.79,1540,20,0,1,18,3,1462,19,1,1,16,3.11,1037,17,0,1,16,3.06,607,SEC,85.19,0.816119367,90.33,1.329214496,6,6,1,1,1,14,24,25,0,1,0,0,0,0,0
Navy,2015,79.61,0.374469806,28,0,0,2,1.57,*,28,0,0,3,2.11,*,28,0,0,2,1.86,810,27,0,0,4,1.48,144,41,0,0,5,2.12,*,Bigeast,68.2,-0.54838724,73.53,-0.187235104,4,6,1,1,1,8,8,62,0,0,0,0,0,0,0
NC State,2015,74.72,-0.079662879,22,0,5,10,2.91,1515,28,0,3,21,2.96,1651,23,0,0,19,2.83,1425,22,0,0,17,2.77,618,20,0,1,13,2.75,134,ACC,73.16,-0.150038048,59.79,-1.427474241,7,7,1,1,1,2,4,33,0,0,0,1,0,0,0
Nebraska,2015,76.55,0.090288616,20,0,5,12,3.1,1595,24,0,4,14,2.92,1585,25,0,5,19,3.16,1921,17,0,6,11,3.35,1257,19,0,11,7,3.53,1698,bigten,81.02,0.481216922,76.82,0.109736276,6,6,1,1,0,0,14,30,1,0,0,0,0,0,0
North Carolina,2015,84.26,0.806313769,19,0,5,14,3.26,1677,22,1,4,16,3.23,1818,17,0,2,15,3.12,1460,23,0,3,18,3.04,813,25,0,9,14,3.28,1661,ACC,67.57,-0.598984012,75.68,0.006834339,8,6,1,1,0,3,7,37,0,0,0,1,0,0,0
Northwestern,2015,76.35,0.071714683,20,0,0,15,2.79,1245,15,0,4,7,3,1147,19,0,1,15,2.89,1335,21,0,2,12,2.76,525,17,0,0,15,2.88,126,bigten,69.34,-0.456831176,70.08,-0.498648861,6,8,0,0,0,9,9,69,1,0,0,0,0,0,0
Notre Dame,2015,86.65,1.02827228,24,0,13,11,3.54,2423,23,1,10,12,3.52,2211,24,4,14,6,3.92,2893,17,1,8,7,3.53,1521,23,2,8,12,3.48,1976,Ind,79.78,0.381629624,79.8,0.378725551,6,9,0,1,1,5,24,7,0,0,0,0,0,0,1
Ohio State,2015,92.92,1.610565109,27,0,14,12,3.48,2528,23,1,15,7,3.74,2734,24,2,16,6,3.83,2903,25,2,14,9,3.72,2382,23,1,9,12,3.43,1927,bigten,100.81,2.070598072,86.57,0.989818633,8,7,1,1,2,3,13,1,1,0,0,0,0,0,0
Oklahoma,2015,91.5,1.478690178,24,0,14,10,3.58,2158,27,1,8,14,3.22,2110,24,0,7,14,3.17,2068,25,1,11,13,3.52,1937,17,2,7,8,3.65,1722,bigtwelve,81.48,0.518160597,88.08,1.126118568,5,5,0,1,0,16,16,21,0,0,1,0,0,0,0
Oklahoma State,2015,81.67,0.565781325,20,0,2,14,2.9,1475,27,0,4,17,2.93,1737,23,0,3,17,3,1564,24,0,3,17,2.96,1015,27,0,2,22,2.96,1096,bigtwelve,72.41,-0.210272301,88.04,1.122507973,5,7,0,1,1,10,10,18,0,0,1,0,0,0,0
Ole Miss,2015,90.03,1.342171763,22,0,6,14,3.18,1948,25,0,7,17,3.24,1965,27,3,9,15,3.56,2496,19,0,2,14,2.95,907,27,1,5,21,3.26,1573,SEC,89.94,1.197602968,80.49,0.441008302,7,7,0,1,0,3,6,28,0,1,0,0,0,0,0
Oregon,2015,82.9,0.680011019,22,0,8,14,3.36,2079,20,0,5,13,3.15,1747,19,1,7,7,3.26,1778,21,0,10,9,3.38,1641,23,2,9,12,3.57,2048,pacten,95.71,1.661005153,93.58,1.622575282,6,6,0,1,1,2,2,4,0,0,0,0,1,0,0
Oregon State,2015,59.48,-1.494996644,19,0,0,10,2.53,1065,26,0,0,17,2.65,1290,25,0,1,21,2.92,1500,23,0,2,16,2.87,917,24,0,1,15,2.71,435,pacten,65.71,-0.748364959,79.72,0.371504362,9,2,0,0,0,0,7,64,0,0,0,0,1,0,0
Penn State,2015,74.69,-0.082448969,25,0,11,14,3.44,2133,25,0,6,18,3.2,1797,17,1,3,8,3,1456,19,0,2,11,2.79,708,16,0,5,8,3.13,890,bigten,73.73,-0.104260016,73.47,-0.192650995,8,6,1,1,1,1,4,41,1,0,0,0,0,0,0
Pittsburgh,2015,76.94,0.126507788,15,0,2,8,2.8,1102,23,0,4,15,3,1428,27,1,2,15,2.81,1568,16,0,4,10,3.13,795,20,0,2,10,2.7,385,ACC,70.84,-0.33636267,72.94,-0.240491369,7,5,1,1,0,0,0,53,0,0,0,1,0,0,0
Purdue,2015,59.93,-1.453205293,26,0,0,12,2.46,1080,19,0,1,8,2.53,1080,23,0,1,15,2.74,1294,26,0,2,22,3,1005,15,0,0,11,2.73,100,bigten,62.3,-1.022230029,51.65,-2.162230178,8,7,1,0,0,2,4,79,1,0,0,0,0,0,0
Rutgers,2015,61.69,-1.289754674,25,0,1,13,2.6,1260,25,0,0,15,2.6,1230,22,0,1,16,2.82,1452,19,1,4,13,3.26,1296,24,0,4,15,2.96,1014,bigten,70.72,-0.34600015,61.85,-1.241528635,5,5,0,1,1,3,3,58,1,0,0,0,0,0,0
South Carolina,2015,69.58,-0.557012981,30,0,11,17,3.3,2044,21,0,10,11,3.48,2033,21,0,8,13,3.38,1962,25,0,8,15,3.24,1534,32,1,6,25,3.25,1638,SEC,77.61,0.207351852,88.99,1.208259588,4,6,0,1,1,10,25,49,0,1,0,0,0,0,0
South Florida,2015,73.15,-0.22546826,20,0,0,12,2.6,1170,28,0,2,21,2.89,1456,24,0,2,16,2.83,1410,20,0,2,16,3,780,21,0,1,16,2.86,322,Bigeast,52.74,-1.790015971,53.66,-1.980797815,4,6,0,0,0,2,5,88,0,0,0,0,0,1,0
Southern Cal,2015,84.59,0.83696076,26,4,17,5,3.96,3193,19,2,9,8,3.68,2220,12,5,7,0,4.42,2193,15,3,10,2,4.07,2040,30,1,14,13,3.47,2315,pacten,83.86,0.709303959,84.55,0.807483622,7,6,1,1,1,1,6,11,0,0,0,0,1,0,0
Southern Methodist,2015,52.75,-2.120009521,22,0,0,4,2.18,915,22,0,0,3,2.16,690,22,0,0,7,2.32,1065,22,0,0,13,2.59,125,27,0,1,20,2.81,504,Bigeast,39.16,-2.880657508,61.57,-1.266802795,7,5,1,0,0,0,0,112,0,0,0,0,0,1,0
Stanford,2015,90.71,1.405323139,22,1,6,13,3.27,2066,20,0,9,11,3.45,2115,12,0,4,8,3.33,1176,22,3,10,9,3.73,2297,19,0,7,11,3.32,1311,pacten,84.34,0.747853881,91.57,1.441142919,8,4,1,1,1,4,4,26,0,0,0,0,1,0,0
Syracuse,2015,66.54,-0.839336777,26,0,0,13,2.5,1155,24,0,1,15,2.71,1308,19,0,0,11,2.58,1035,21,0,0,13,2.62,437,26,0,0,12,2.46,250,ACC,62.93,-0.971633256,70.91,-0.423729029,6,3,1,0,0,2,2,73,0,0,0,1,0,0,0
TCU,2015,87.72,1.127642826,23,0,1,19,2.91,1522,24,0,1,12,2.61,1313,23,0,2,17,2.95,1620,22,0,3,17,3.05,952,25,0,2,23,3.08,1122,bigtwelve,99.61,1.974223268,74.11,-0.134881487,10,4,1,1,1,15,15,2,0,0,1,0,0,0,0
Temple,2015,74.34,-0.114953353,20,0,2,6,2.5,1039,25,0,1,12,2.56,1200,21,0,0,7,2.33,885,29,0,0,5,2.17,228,21,0,0,4,2.19,80,Bigeast,65.02,-0.803780472,58.73,-1.523154989,7,10,1,0,0,2,2,68,0,0,0,0,0,1,0
Tennessee,2015,86.81,1.043131427,29,4,13,11,3.69,2647,31,2,16,13,3.65,2600,21,0,5,15,3.19,1820,21,0,10,9,3.38,1595,27,0,12,14,3.41,1811,SEC,81.5,0.519766843,71.86,-0.337977415,9,7,0,1,1,2,8,17,0,1,0,0,0,0,0
Texas,2015,73.2,-0.220824777,29,1,14,12,3.48,2383,23,0,6,15,3.17,1931,15,0,9,6,3.6,1737,28,2,15,10,3.64,2481,22,1,15,6,3.77,2322,bigtwelve,72.42,-0.209469177,78.63,0.273115668,6,5,1,1,0,1,5,34,0,0,1,0,0,0,0
Texas A&M,2015,79.34,0.349394995,25,1,11,10,3.4,2478,21,3,10,7,3.71,2558,31,0,15,15,3.45,2332,19,1,6,12,3.42,1647,22,0,3,15,2.95,1098,SEC,83.11,0.649069706,83.56,0.718121413,5,5,0,1,1,3,7,23,0,1,0,0,0,0,0
Texas Tech,2015,75.37,-0.019297594,19,0,3,10,2.84,1415,25,0,1,19,2.84,1440,23,0,1,12,2.61,1344,26,0,3,21,3.04,1139,27,0,6,19,3.15,1457,bigtwelve,66.49,-0.685721336,79.64,0.364283173,7,6,1,0,0,2,2,47,0,0,1,0,0,0,0
Tulane,2015,49.75,-2.39861853,17,0,0,3,2.18,720,23,0,0,5,2.22,870,23,0,0,7,2.3,1005,16,0,1,6,2.5,181,22,0,0,5,2.23,85,Bigeast,53.29,-1.745844186,64.14,-1.034822112,9,7,1,0,0,2,2,102,0,0,0,0,0,1,0
Tulsa,2015,61.81,-1.278610314,18,0,1,2,2.22,760,23,0,0,4,2.17,900,21,0,1,5,2.33,1035,20,0,0,14,2.7,130,23,0,0,12,2.52,120,Bigeast,48.45,-2.134555897,55.86,-1.782215129,8,5,1,0,0,0,0,114,0,0,0,0,0,1,0
UCF,2015,46.15,-2.732949341,17,0,1,12,2.82,1119,17,0,1,9,2.65,1046,18,0,0,11,2.61,1035,17,0,0,13,2.76,116,29,0,3,19,2.86,778,Bigeast,71.22,-0.305843982,82.02,0.579113533,5,4,1,1,0,11,19,52,0,0,0,0,0,1,0
UCLA,2015,79.99,0.40976028,19,3,9,7,3.79,2318,18,0,11,7,3.61,1974,24,0,17,6,3.67,2384,26,1,8,14,3.27,1731,16,0,3,10,3,636,pacten,84.29,0.743838264,89.39,1.244365531,9,8,0,1,1,3,3,20,0,0,0,0,1,0,0
Utah,2015,82.41,0.634504881,24,0,1,18,2.83,1410,19,0,1,10,2.63,1149,23,0,1,20,2.96,1455,28,0,5,19,3.04,1088,19,0,2,14,2.95,853,pacten,82.39,0.591244823,78.49,0.260478588,7,9,1,1,1,10,10,32,0,0,0,0,1,0,0
Vanderbilt,2015,66.23,-0.868126374,18,0,3,10,2.89,1322,22,0,3,11,2.77,1317,26,0,5,20,3.15,1870,22,0,3,19,3.14,1069,21,0,0,15,2.71,285,SEC,57.21,-1.431019824,77.76,0.194585242,8,9,0,0,0,1,1,76,0,1,0,0,0,0,0
Virginia,2015,68.61,-0.647096561,23,0,2,12,2.7,1375,17,2,2,7,3,1449,22,1,2,15,3,1660,26,0,4,16,2.92,1126,26,0,5,17,3.04,1144,ACC,72.69,-0.187784846,60.57,-1.357067652,4,6,0,0,0,5,7,63,0,0,0,1,0,0,0
Virginia Tech,2015,75.76,0.016921577,24,0,8,14,3.25,1809,27,0,8,14,3.11,1792,19,1,3,15,3.26,1758,28,0,7,19,3.18,1429,21,0,4,14,3.05,928,ACC,75.24,0.017011613,75.91,0.027595256,8,8,1,1,1,28,34,24,0,0,0,1,0,0,0
Wake Forest,2015,63.05,-1.163451924,23,0,1,12,2.61,1290,25,0,0,11,2.44,1200,23,0,0,16,2.7,1245,19,0,0,16,2.84,409,14,0,0,11,2.79,288,ACC,56.46,-1.491254077,64.72,-0.982468495,6,7,1,0,0,1,15,78,0,0,0,1,0,0,0
Washington,2015,82.35,0.6289327,24,0,4,16,3.04,1641,23,0,3,14,2.91,1503,22,0,7,15,3.32,1906,25,1,5,14,3.08,1452,23,0,5,15,3.09,1300,pacten,74.07,-0.076953821,88.39,1.154100673,5,5,0,1,0,1,9,56,0,0,0,0,1,0,0
Washington St.,2015,76.36,0.072643379,22,0,2,13,2.77,1245,19,0,0,14,2.74,1110,22,0,1,16,2.82,1335,27,0,2,15,2.7,602,27,0,1,12,2.52,274,pacten,65.86,-0.736318109,76.21,0.054674713,6,5,0,0,0,3,13,60,0,0,0,0,1,0,0
West Virginia,2015,81.02,0.50541604,21,0,4,14,3.1,1546,21,0,3,14,2.95,1420,28,0,2,22,2.96,1722,28,0,1,24,2.93,787,22,0,3,15,2.95,624,bigtwelve,78.81,0.303726657,66.75,-0.799230835,7,9,0,1,0,4,4,36,0,0,1,0,0,0,0
Wisconsin,2015,83.06,0.694870166,20,0,4,12,3,1496,25,0,4,14,2.88,1550,17,0,3,11,3,1268,12,0,3,7,3.08,587,20,0,3,15,3.05,767,bigten,83.89,0.711713329,85.79,0.919412045,4,6,1,1,1,0,3,16,1,0,0,0,0,0,0
Alabama,2016,105.33,2.564364556,24,5,10,9,3.83,2885,24,4,15,5,3.96,3034,26,6,13,6,3.92,3263,25,4,13,8,3.84,3166,26,3,14,9,3.77,2621,SEC,100.92,2.353522466,97.42,1.79833925,6,5,0,1,2,9,20,1,0,1,0,0,0,0,0
Arizona,2016,61.14,-1.18546194,20,0,2,13,2.85,1442,25,0,0,20,2.8,1410,23,0,6,13,3.09,1675,25,0,2,18,2.88,1548,24,0,2,17,2.88,808,pacten,73.37,-0.205036933,77.17,0.172014424,8,5,1,1,1,4,14,47,0,0,0,0,1,0,0
Arizona State,2016,63.86,-0.954651167,20,1,4,13,3.2,1680,23,0,7,15,3.26,2001,26,0,7,18,3.23,1918,24,0,3,18,3,1582,23,0,3,15,2.91,944,pacten,76.8,0.113506034,81.74,0.539041804,4,6,0,1,0,4,10,45,0,0,0,0,1,0,0
Arkansas,2016,74.06,-0.089110767,23,0,4,15,2.91,1668,23,0,7,15,3.26,1805,24,0,3,17,2.96,1671,23,0,4,14,2.96,1691,24,0,2,21,3.04,1001,SEC,84.43,0.822101613,88.64,1.09319693,3,8,0,1,1,3,10,37,0,1,0,0,0,0,0
Auburn,2016,83.4,0.703452697,23,2,13,6,3.65,2497,27,2,16,8,3.7,2569,24,3,11,8,3.63,2382,23,2,9,12,3.57,2384,21,0,13,8,3.62,1951,SEC,80.02,0.41254637,88.56,1.086771943,5,5,0,1,1,3,4,30,0,1,0,0,0,0,0
Baylor,2016,76.34,0.104362969,15,0,3,11,3.13,1228,19,0,4,10,2.95,1409,23,0,2,18,2.96,1505,22,0,3,15,2.95,1618,24,0,3,18,3,810,bigtwelve,87.38,1.096067139,90.62,1.252215357,4,5,1,1,1,0,19,5,0,0,1,0,0,0,0
Boston College,2016,70.28,-0.409869857,19,0,0,9,2.47,885,25,0,0,19,2.76,1335,28,0,3,15,2.78,1441,15,0,0,8,2.53,855,16,0,2,8,2.75,468,ACC,65.72,-0.915489906,74.34,-0.05526949,6,8,0,0,0,3,5,81,0,0,0,1,0,0,0
California,2016,71.35,-0.319072972,27,1,4,16,2.93,1869,23,0,5,15,3.09,1667,21,0,3,11,2.81,1390,26,0,3,19,2.96,1600,19,0,7,10,3.26,1316,pacten,79.59,0.372612412,71.16,-0.310662722,4,5,0,1,1,3,6,64,0,0,0,0,1,0,0
Cincinnati,2016,57.46,-1.49773534,21,0,0,11,2.43,1050,25,0,0,13,2.52,1185,21,0,1,11,2.62,1121,20,0,0,12,2.6,1065,29,0,0,25,2.86,756,Bigeast,68.45,-0.661955708,71.56,-0.278537787,4,6,1,1,0,3,20,51,0,0,0,0,0,1,0
Clemson,2016,105.35,2.566061694,22,3,10,6,3.59,2530,23,3,9,10,3.61,2703,22,1,7,12,3.32,2116,23,0,10,10,3.3,2131,20,0,9,11,3.45,1680,ACC,94.82,1.787017481,86.98,0.95987845,8,3,1,1,1,8,8,2,0,0,0,1,0,0,0
Colorado,2016,80.03,0.417484937,18,0,2,9,2.61,1099,18,0,0,14,2.78,1065,22,0,1,12,2.67,1170,19,0,0,13,2.68,1095,27,0,2,20,2.89,965,pacten,64.1,-1.065938771,62.38,-1.015805042,7,7,1,0,0,3,6,71,0,0,0,0,1,0,0
Connecticut,2016,50.11,-2.121433569,16,0,0,4,2.25,555,22,0,0,4,2.19,750,15,0,0,3,2.21,435,25,0,0,12,2.48,1155,23,0,0,9,2.39,214,Bigeast,63.11,-1.157879744,44.71,-2.434924038,7,5,1,1,0,2,2,88,0,0,0,0,0,1,0
Duke,2016,66.61,-0.721294687,21,0,4,14,3.05,1656,17,0,1,13,2.88,1143,18,0,0,16,2.89,1215,20,0,0,11,2.55,1095,20,0,1,10,2.6,621,ACC,72.91,-0.247756981,74.94,-0.007082088,4,4,0,1,1,8,14,55,0,0,0,1,0,0,0
East Carolina,2016,57.46,-1.49773534,24,0,0,5,2.04,900,13,0,0,5,2.38,630,26,0,0,4,2.16,945,25,0,0,6,2.25,810,19,0,0,11,2.58,324,Bigeast,66.05,-0.884842915,69.46,-0.447193695,4,5,0,0,0,0,0,103,0,0,0,0,0,1,0
Florida,2016,87.04,1.01233182,25,1,9,13,3.36,2219,21,2,5,11,3.29,1844,24,1,12,11,3.58,2389,29,2,14,12,3.59,2792,23,3,11,8,3.7,2421,SEC,80.74,0.479412532,81.62,0.529404324,4,6,0,1,0,1,4,31,0,1,0,0,0,0,0
Florida State,2016,91.56,1.395885017,25,1,18,4,3.72,2816,20,5,10,5,4,2750,28,3,13,10,3.61,2636,21,2,9,9,3.57,2352,19,3,10,5,3.79,2263,ACC,86.62,1.02548619,84.48,0.759097608,7,5,0,1,0,6,6,8,0,0,0,1,0,0,0
Georgia,2016,77.48,0.201099837,21,3,10,7,3.71,2432,29,2,11,14,3.45,2620,21,1,12,7,3.62,2441,33,0,16,17,3.48,2226,19,2,6,10,3.47,1775,SEC,82.65,0.656793601,95.17,1.617636491,8,3,1,1,1,0,0,18,0,1,0,0,0,0,0
Georgia Tech,2016,81.11,0.509130391,18,0,1,10,2.67,1050,27,0,0,27,3,1455,21,0,1,18,2.95,1365,14,0,0,10,2.71,885,17,0,2,13,3,587,ACC,73.57,-0.186462999,87.25,0.981562781,6,5,1,0,0,8,19,42,0,0,0,1,0,0,0
